"monoculture","no3","plight","litbiomass","year","month","day","dayofyear","plot","subplot","abvbiomass","totaln","exp","yearest","atissN","age","fg"
"Solidago rigida",0.0617,0.57089298,0,1997,8,NA,212,73,0,269.508,NA,"e120",1994,0.0079308,3,"F"
"Lupinus perennis",NA,0.34883354,0,1997,8,NA,212,83,0,293.9264109403,NA,"e120",1994,NA,3,"L"
"Sorghastrum nutans",0.0107,0.65440115,0,1997,8,NA,212,87,0,113.2175464872,NA,"e120",1994,0.0064732,3,"C4"
"Sorghastrum nutans",0.1354,0.49088801,0,1997,8,NA,212,92,0,189.7805050743,NA,"e120",1994,0.0060937,3,"C4"
"Lespedeza capitata",0.3669,0.56235306,0,1997,8,NA,212,94,0,288.6030149928,NA,"e120",1994,0.0146828,3,"L"
"Andropogon gerardi",NA,0.59524529,0,1997,8,NA,212,109,0,121.5111791277,NA,"e120",1994,NA,3,"C4"
"Lespedeza capitata",0.8342,0.5637011,0,1997,8,NA,212,127,0,405.967,NA,"e120",1994,0.0168697,3,"L"
"Liatris aspera",0.4516,0.68788719,0,1997,8,NA,212,129,0,111.025128866,NA,"e120",1994,0.0097418,3,"F"
"Schizachyrium scoparium",0.2224,0.6217096,0,1997,8,NA,212,135,0,133.0739098319,NA,"e120",1994,0.0069648,3,"C4"
"Amorpha canescens",0.6792,0.37272193,0,1997,8,NA,212,137,0,126.2615752286,NA,"e120",1994,0.0187704,3,"L"
"Koeleria cristata",0.08,0.68740674,0,1997,8,NA,212,142,0,81.4231178977,NA,"e120",1994,0.0101225,3,"C3"
"Sorghastrum nutans",0.1794,0.6262899,0,1997,8,NA,212,163,0,105.0948378604,NA,"e120",1994,0.0064767,3,"C4"
"Liatris aspera",0.2513,0.79275205,0,1997,8,NA,212,167,0,55.7575132676,NA,"e120",1994,0.0069707,3,"F"
"Petalostemum purpureum",0.5313,0.76466754,0,1997,8,NA,212,185,0,24.6530884076,NA,"e120",1994,0.0203236,3,"L"
"Petalostemum purpureum",0.6477,0.70246461,0,1997,8,NA,212,205,0,96.7509025271,NA,"e120",1994,0.0210729,3,"L"
"Panicum virgatum",NA,0.58928571,0,1997,8,NA,212,230,0,153.1656176471,NA,"e120",1994,NA,3,"C4"
"Lupinus perennis",0.5833,0.73802557,0,1997,8,NA,212,265,0,115.2901961783,NA,"e120",1994,0.0121235,3,"L"
"Liatris aspera",0.1999,0.74597665,0,1997,8,NA,212,267,0,103.4840758294,NA,"e120",1994,0.0110867,3,"F"
"Koeleria cristata",0.1903,0.63338641,0,1997,8,NA,212,268,0,71.813197331,NA,"e120",1994,0.0094026,3,"C3"
"Amorpha canescens",0.2744,0.85031746,0,1997,8,NA,212,272,0,58.9,NA,"e120",1994,0.0197563,3,"L"
"Schizachyrium scoparium",0.2826,0.99797931,0,1997,8,NA,212,280,0,65.587602459,NA,"e120",1994,0.0068194,3,"C4"
"Sorghastrum nutans",0.112,0.5445705,0,1997,8,NA,212,282,0,98.027494382,NA,"e120",1994,0.0062358,3,"C4"
"Solidago rigida",0.3704,0.58687081,0,1997,8,NA,212,290,0,24.8378885559,NA,"e120",1994,0.0077595,3,"F"
"Petalostemum purpureum",0.5337,0.72172665,0,1997,8,NA,212,291,0,69.3806875,NA,"e120",1994,0.0209376,3,"L"
"Solidago rigida",0.0878,0.67570433,0,1997,8,NA,212,338,0,154.3224167137,NA,"e120",1994,0.0059682,3,"F"
"Lespedeza capitata",0.1983,0.88,0,1998,8,NA,212,2,0,46.0160571809,NA,"e120",1994,0.01991985,4,"L"
"Andropogon gerardi",0.0927,0.85,0,1998,8,NA,212,5,0,62.6341771502,NA,"e120",1994,0.0080355,4,"C4"
"Achillea millefolium(lanulosa)",0.3516,0.81,0,1998,8,NA,212,11,0,74.2712859484,NA,"e120",1994,0.01262983,4,"F"
"Asclepias tuberosa",0.2719,0.91,0,1998,8,NA,212,16,0,22.9384754184,NA,"e120",1994,0.01266167,4,"F"
"Amorpha canescens",0.1906,0.68,0,1998,8,NA,212,20,0,32.2603952026,NA,"e120",1994,0.0196483,4,"L"
"Lespedeza capitata",0.1875,0.76,0,1998,8,NA,212,29,0,180.2800982801,NA,"e120",1994,0.01566926,4,"L"
"Schizachyrium scoparium",0.0104,0.93,0,1998,8,NA,212,31,0,50.0626847789,NA,"e120",1994,0.008525798,4,"C4"
"Andropogon gerardi",0.0837,0.89,0,1998,8,NA,212,32,0,47.0417,NA,"e120",1994,0.01309386,4,"C4"
"Achillea millefolium(lanulosa)",0.0967,0.78,0,1998,8,NA,212,69,0,58.8227924528,NA,"e120",1994,0.01117168,4,"F"
"Solidago rigida",0.1471,0.59,0,1998,8,NA,212,73,0,372.25,NA,"e120",1994,0.007388526,4,"F"
"Lupinus perennis",0.1128,0.66,0,1998,8,NA,212,83,0,168.0363911727,NA,"e120",1994,0.01476669,4,"L"
"Sorghastrum nutans",0.0142,0.72,0,1998,8,NA,212,87,0,69.185520362,NA,"e120",1994,0.006637058,4,"C4"
"Sorghastrum nutans",0.1059,0.52,0,1998,8,NA,212,92,0,154.6223402097,NA,"e120",1994,0.006668588,4,"C4"
"Lespedeza capitata",0.4368,0.69,0,1998,8,NA,212,94,0,154.1706488934,NA,"e120",1994,0.01783931,4,"L"
"Andropogon gerardi",0.0986,0.91,0,1998,8,NA,212,109,0,32.3859138265,NA,"e120",1994,0.008092094,4,"C4"
"Lespedeza capitata",0.4917,0.85,0,1998,8,NA,212,127,0,578.525,NA,"e120",1994,0.01690103,4,"L"
"Liatris aspera",0.3058,0.85,0,1998,8,NA,212,129,0,128.65593835,NA,"e120",1994,0.01009346,4,"F"
"Schizachyrium scoparium",0.0924,0.9,0,1998,8,NA,212,135,0,163.6037214721,NA,"e120",1994,0.00623984,4,"C4"
"Amorpha canescens",0.3266,0.42,0,1998,8,NA,212,137,0,290.4698769622,NA,"e120",1994,0.01772663,4,"L"
"Koeleria cristata",0.2899,0.88,0,1998,8,NA,212,142,0,64.9328628648,NA,"e120",1994,0.01175884,4,"C3"
"Sorghastrum nutans",0.01,0.74,0,1998,8,NA,212,163,0,123.6223470293,NA,"e120",1994,0.006682298,4,"C4"
"Liatris aspera",0.3113,0.8,0,1998,8,NA,212,167,0,113.0245954693,NA,"e120",1994,0.007612018,4,"F"
"Petalostemum purpureum",0.7199,0.86,0,1998,8,NA,212,185,0,34.5339871612,NA,"e120",1994,0.0211361,4,"L"
"Petalostemum purpureum",0.3259,0.69,0,1998,8,NA,212,205,0,86.6912330947,NA,"e120",1994,0.01744582,4,"L"
"Panicum virgatum",0.2664,0.57,0,1998,8,NA,212,230,0,96.5576100121,NA,"e120",1994,0.007510362,4,"C4"
"Lupinus perennis",1.0836,0.7,0,1998,8,NA,212,265,0,74.635072423,NA,"e120",1994,0.01657897,4,"L"
"Liatris aspera",0.2854,0.76,0,1998,8,NA,212,267,0,106.1057869634,NA,"e120",1994,0.009339959,4,"F"
"Koeleria cristata",0.1119,0.72,0,1998,8,NA,212,268,0,105.7829229963,NA,"e120",1994,0.008289223,4,"C3"
"Amorpha canescens",0.1731,0.71,0,1998,8,NA,212,272,0,61.625,NA,"e120",1994,0.01826297,4,"L"
"Schizachyrium scoparium",0.1782,0.7,0,1998,8,NA,212,280,0,129.5793770264,NA,"e120",1994,0.006296883,4,"C4"
"Sorghastrum nutans",0.0334,0.69,0,1998,8,NA,212,282,0,91.5772036927,NA,"e120",1994,0.006811229,4,"C4"
"Solidago rigida",0.145,0.71,0,1998,8,NA,212,290,0,85.3914523449,NA,"e120",1994,0.008453903,4,"F"
"Petalostemum purpureum",0.4917,0.76,0,1998,8,NA,212,291,0,64.4800901578,NA,"e120",1994,0.0203628,4,"L"
"Solidago rigida",0.0468,0.55,0,1998,8,NA,212,338,0,172.6029442295,NA,"e120",1994,0.007479929,4,"F"
"Lespedeza capitata",0.2988,0.75533981,0,1999,8,NA,212,2,0,30.9714723926,NA,"e120",1994,0.01665835,5,"L"
"Andropogon gerardi",0.1312,0.60362694,0,1999,8,NA,212,5,0,28.5732902419,NA,"e120",1994,0.005737804,5,"C4"
"Achillea millefolium(lanulosa)",0.5372,0.6824978,0,1999,8,NA,212,11,0,27.6696921863,NA,"e120",1994,0.0147159,5,"F"
"Amorpha canescens",0.3795,0.69489982,0,1999,8,NA,212,20,0,137.3483888043,NA,"e120",1994,0.02046694,5,"L"
"Lespedeza capitata",0.3814,0.66566265,0,1999,8,NA,212,29,0,70.8268505464,NA,"e120",1994,0.01595399,5,"L"
"Schizachyrium scoparium",0.02,0.86396181,0,1999,8,NA,212,31,0,42.1227936185,NA,"e120",1994,0.007655365,5,"C4"
"Andropogon gerardi",0.0259,0.87232355,0,1999,8,NA,212,32,0,45.3283,NA,"e120",1994,0.006503452,5,"C4"
"Achillea millefolium(lanulosa)",0.2865,0.87710315,0,1999,8,NA,212,69,0,48.6567164179,NA,"e120",1994,0.01248314,5,"F"
"Solidago rigida",0.0016,0.62455893,0,1999,8,NA,212,73,0,194.042,NA,"e120",1994,0.006064641,5,"F"
"Lupinus perennis",0.5551,0.83614627,0,1999,8,NA,212,83,0,38.2795282865,NA,"e120",1994,0.01695296,5,"L"
"Sorghastrum nutans",0.0517,0.74893617,0,1999,8,NA,212,87,0,86.0520594576,NA,"e120",1994,0.005441327,5,"C4"
"Sorghastrum nutans",0.0266,0.74671533,0,1999,8,NA,212,92,0,126.6020323402,NA,"e120",1994,0.006813785,5,"C4"
"Lespedeza capitata",0.2547,0.76388889,0,1999,8,NA,212,94,0,22.3123041286,NA,"e120",1994,0.01525966,5,"L"
"Andropogon gerardi",0.0015,0.89869281,0,1999,8,NA,212,109,0,25.3694631474,NA,"e120",1994,0.008176989,5,"C4"
"Lespedeza capitata",0.5842,0.82169492,0,1999,8,NA,212,127,0,136.717,NA,"e120",1994,0.01675553,5,"L"
"Liatris aspera",0.3782,0.79924242,0,1999,8,NA,212,129,0,147.8096505824,NA,"e120",1994,0.008681516,5,"F"
"Schizachyrium scoparium",0.0106,0.85081149,0,1999,8,NA,212,135,0,111.8791571257,NA,"e120",1994,0.006212095,5,"C4"
"Amorpha canescens",0.429,0.63921328,0,1999,8,NA,212,137,0,106.9979871437,NA,"e120",1994,0.01942691,5,"L"
"Koeleria cristata",0.1072,0.95662798,0,1999,8,NA,212,142,0,30.4999437596,NA,"e120",1994,0.009742753,5,"C3"
"Sorghastrum nutans",0.0701,0.76793512,0,1999,8,NA,212,163,0,89.3876037556,NA,"e120",1994,0.00618553,5,"C4"
"Liatris aspera",0.2244,0.80804954,0,1999,8,NA,212,167,0,124.7360633407,NA,"e120",1994,0.009204621,5,"F"
"Petalostemum purpureum",0.5584,0.9981,0,1999,8,NA,212,185,0,34.7205525003,NA,"e120",1994,0.01559742,5,"L"
"Petalostemum purpureum",0.5618,0.84676834,0,1999,8,NA,212,205,0,128.558678501,NA,"e120",1994,0.01431019,5,"L"
"Panicum virgatum",0.2743,0.85457516,0,1999,8,NA,212,230,0,102.8919968544,NA,"e120",1994,0.006494312,5,"C4"
"Lupinus perennis",1.9753,0.9826087,0,1999,8,NA,212,265,0,18.4866584089,NA,"e120",1994,0.02330617,5,"L"
"Liatris aspera",0.5656,0.83467095,0,1999,8,NA,212,267,0,108.4142011396,NA,"e120",1994,0.008713985,5,"F"
"Koeleria cristata",0.1058,0.9981,0,1999,8,NA,212,268,0,22.4748925976,NA,"e120",1994,0.008475033,5,"C3"
"Amorpha canescens",0.3859,0.80374593,0,1999,8,NA,212,272,0,105.193,NA,"e120",1994,0.01220803,5,"L"
"Schizachyrium scoparium",0.1703,0.85891089,0,1999,8,NA,212,280,0,75.6074311693,NA,"e120",1994,0.006964289,5,"C4"
"Sorghastrum nutans",0.2794,0.91845494,0,1999,8,NA,212,282,0,75.8705612077,NA,"e120",1994,0.00720102,5,"C4"
"Solidago rigida",0.0059,0.50255973,0,1999,8,NA,212,290,0,120.0548306968,NA,"e120",1994,0.008247899,5,"F"
"Petalostemum purpureum",0.3939,0.72641509,0,1999,8,NA,212,291,0,92.4507213851,NA,"e120",1994,0.0172015,5,"L"
"Asclepias tuberosa",0.3713,0.94422701,0,1999,8,NA,212,308,0,18.4062418664,NA,"e120",1994,0.01260708,5,"F"
"Solidago rigida",0.0114,0.66922095,0,1999,8,NA,212,338,0,157.9382703875,NA,"e120",1994,0.008065302,5,"F"
"Lespedeza capitata",NA,0.739166667,0,2000,8,NA,212,2,0,60.926582175,0.0286232,"e120",1994,0.0229851533,6,"L"
"Andropogon gerardi",NA,0.8825,0,2000,8,NA,212,5,0,67.1078913133,0.03158208,"e120",1994,0.0069869813,6,"C4"
"Achillea millefolium(lanulosa)",NA,0.863333333,0,2000,8,NA,212,11,0,27.824875542,0.03178638,"e120",1994,0.01699515,6,"F"
"Amorpha canescens",NA,0.724166667,0,2000,8,NA,212,20,0,56.1851465969,0.02872841,"e120",1994,0.0208511833,6,"L"
"Lespedeza capitata",NA,0.500833333,0,2000,8,NA,212,29,0,125.3239920266,0.03075707,"e120",1994,0.02183586,6,"L"
"Schizachyrium scoparium",NA,0.895833333,0,2000,8,NA,212,31,0,44.5579186485,0.02304268,"e120",1994,0.0081543563,6,"C4"
"Andropogon gerardi",NA,0.756666667,0,2000,8,NA,212,32,0,65.2378,0.02544611,"e120",1994,0.008391651,6,"C4"
"Achillea millefolium(lanulosa)",NA,0.7225,0,2000,8,NA,212,69,0,46.5050404766,0.02693944,"e120",1994,0.01185977,6,"F"
"Solidago rigida",NA,0.464166667,0,2000,8,NA,212,73,0,153.154,0.0656395,"e120",1994,0.01032263,6,"F"
"Lupinus perennis",NA,0.6925,0,2000,8,NA,212,83,0,32.332163067,0.04157602,"e120",1994,0.0154111233,6,"L"
"Sorghastrum nutans",NA,0.721666667,0,2000,8,NA,212,87,0,60.9989887677,0.02885513,"e120",1994,0.007009294,6,"C4"
"Sorghastrum nutans",NA,0.628333333,0,2000,8,NA,212,92,0,103.031484877,0.0421508,"e120",1994,0.0068895583,6,"C4"
"Lespedeza capitata",NA,0.3925,0,2000,8,NA,212,94,0,170.4944881403,0.02646539,"e120",1994,0.0219917367,6,"L"
"Andropogon gerardi",NA,0.7825,0,2000,8,NA,212,109,0,51.544651031,0.02896962,"e120",1994,0.0083389477,6,"C4"
"Lespedeza capitata",NA,0.711666667,0,2000,8,NA,212,127,0,127.71,0.03599003,"e120",1994,0.02145763,6,"L"
"Liatris aspera",NA,0.609166667,0,2000,8,NA,212,129,0,128.3791057072,0.03615385,"e120",1994,0.0085491833,6,"F"
"Schizachyrium scoparium",NA,0.740833333,0,2000,8,NA,212,135,0,110.6089738103,0.02788719,"e120",1994,0.0055112993,6,"C4"
"Amorpha canescens",NA,0.269166667,0,2000,8,NA,212,137,0,242.0456595252,0.04086148,"e120",1994,0.0186165933,6,"L"
"Koeleria cristata",NA,0.904166667,0,2000,8,NA,212,142,0,93.8848770606,0.0403247,"e120",1994,0.010210797,6,"C3"
"Sorghastrum nutans",NA,0.714166667,0,2000,8,NA,212,163,0,96.0485357412,0.04235475,"e120",1994,0.0062668563,6,"C4"
"Liatris aspera",NA,0.778333333,0,2000,8,NA,212,167,0,129.5899573813,0.03684216,"e120",1994,0.007194198,6,"F"
"Petalostemum purpureum",NA,0.775,0,2000,8,NA,212,185,0,70.9978991597,0.0422861,"e120",1994,0.0204311967,6,"L"
"Petalostemum purpureum",NA,0.553333333,0,2000,8,NA,212,205,0,195.7347391978,0.03631452,"e120",1994,0.01848617,6,"L"
"Panicum virgatum",NA,NA,0,2000,8,NA,212,230,0,141.354235361,0.03837744,"e120",1994,0.0084668337,6,"C4"
"Lupinus perennis",NA,0.41,0,2000,8,NA,212,265,0,80.0042487842,0.0487198,"e120",1994,0.02138887,6,"L"
"Liatris aspera",NA,0.706666667,0,2000,8,NA,212,267,0,197.6257654418,0.06197899,"e120",1994,0.009448668,6,"F"
"Koeleria cristata",NA,0.836666667,0,2000,8,NA,212,268,0,74.9991477124,0.05085738,"e120",1994,0.0095705567,6,"C3"
"Amorpha canescens",NA,0.26,0,2000,8,NA,212,272,0,163.1,0.05126245,"e120",1994,0.0199343033,6,"L"
"Schizachyrium scoparium",NA,0.690833333,0,2000,8,NA,212,280,0,54.8622441127,0.0387052,"e120",1994,0.006321286,6,"C4"
"Sorghastrum nutans",NA,0.6825,0,2000,8,NA,212,282,0,89.0574429617,0.04210648,"e120",1994,0.0074272733,6,"C4"
"Solidago rigida",NA,0.568333333,0,2000,8,NA,212,290,0,83.8668012109,0.0383828,"e120",1994,0.0092038703,6,"F"
"Petalostemum purpureum",NA,0.620833333,0,2000,8,NA,212,291,0,62.2206418384,0.03460817,"e120",1994,0.02096483,6,"L"
"Asclepias tuberosa",NA,0.766666667,0,2000,8,NA,212,308,0,49.5906342072,0.04153,"e120",1994,0.0181626,6,"F"
"Solidago rigida",NA,0.615,0,2000,8,NA,212,338,0,85.2102943267,0.03900326,"e120",1994,0.0084708153,6,"F"
"Lespedeza capitata",0.27495,NA,3.753,2001,6,25,176,2,0,61.542,NA,"e120",1994,NA,7,"L"
"Lespedeza capitata",0.1952,NA,0,2001,8,7,219,2,0,80.083,NA,"e120",1994,NA,7,"L"
"Lespedeza capitata",0.35715,NA,3.753,2001,6,11,162,2,0,61.542,NA,"e120",1994,NA,7,"L"
"Lespedeza capitata",0.11,NA,0,2001,8,20,232,2,0,80.083,NA,"e120",1994,NA,7,"L"
"Lespedeza capitata",0.1212,NA,0,2001,8,30,242,2,0,80.083,NA,"e120",1994,NA,7,"L"
"Lespedeza capitata",0.31605,NA,NA,2001,6,NA,151,2,0,61.542,NA,"e120",1994,NA,7,"L"
"Lespedeza capitata",0.550175,NA,NA,2001,8,NA,212,2,0,80.083,NA,"e120",1994,NA,7,"L"
"Andropogon gerardi",0.0415,NA,0,2001,6,25,176,5,0,75.335,NA,"e120",1994,NA,7,"C4"
"Andropogon gerardi",0.0641,NA,11.833,2001,8,7,219,5,0,25.033,NA,"e120",1994,NA,7,"C4"
"Andropogon gerardi",0.0531,NA,0,2001,6,11,162,5,0,75.335,NA,"e120",1994,NA,7,"C4"
"Andropogon gerardi",0.01315,NA,11.833,2001,8,20,232,5,0,25.033,NA,"e120",1994,NA,7,"C4"
"Andropogon gerardi",0.0017,NA,11.833,2001,8,30,242,5,0,25.033,NA,"e120",1994,NA,7,"C4"
"Andropogon gerardi",0.0473,NA,NA,2001,6,NA,151,5,0,75.335,NA,"e120",1994,NA,7,"C4"
"Andropogon gerardi",0.051825,NA,NA,2001,8,NA,212,5,0,25.033,NA,"e120",1994,NA,7,"C4"
"Achillea millefolium(lanulosa)",0.25595,NA,0,2001,6,25,176,11,0,105.665,NA,"e120",1994,NA,7,"F"
"Achillea millefolium(lanulosa)",0.1998,NA,13.95,2001,8,7,219,11,0,129.983,NA,"e120",1994,NA,7,"F"
"Achillea millefolium(lanulosa)",0.23905,NA,0,2001,6,11,162,11,0,105.665,NA,"e120",1994,NA,7,"F"
"Achillea millefolium(lanulosa)",0.17765,NA,13.95,2001,8,20,232,11,0,129.983,NA,"e120",1994,NA,7,"F"
"Achillea millefolium(lanulosa)",0.01465,NA,13.95,2001,8,30,242,11,0,129.983,NA,"e120",1994,NA,7,"F"
"Achillea millefolium(lanulosa)",0.2475,NA,NA,2001,6,NA,151,11,0,105.665,NA,"e120",1994,NA,7,"F"
"Achillea millefolium(lanulosa)",0.43845,NA,NA,2001,8,NA,212,11,0,129.983,NA,"e120",1994,NA,7,"F"
"Asclepias tuberosa",0.1958,NA,0.217,2001,6,25,176,16,0,16.382,NA,"e120",1994,NA,7,"F"
"Asclepias tuberosa",0.28315,NA,2.883,2001,8,7,219,16,0,58.517,NA,"e120",1994,NA,7,"F"
"Asclepias tuberosa",0.075,NA,0.217,2001,6,11,162,16,0,16.382,NA,"e120",1994,NA,7,"F"
"Asclepias tuberosa",0.1287,NA,2.883,2001,8,20,232,16,0,58.517,NA,"e120",1994,NA,7,"F"
"Asclepias tuberosa",0.1128,NA,2.883,2001,8,30,242,16,0,58.517,NA,"e120",1994,NA,7,"F"
"Asclepias tuberosa",0.1354,NA,NA,2001,6,NA,151,16,0,16.382,NA,"e120",1994,NA,7,"F"
"Asclepias tuberosa",0.316575,NA,NA,2001,8,NA,212,16,0,58.517,NA,"e120",1994,NA,7,"F"
"Amorpha canescens",0.178,NA,0,2001,6,25,176,20,0,80.277,NA,"e120",1994,NA,7,"L"
"Amorpha canescens",0.26835,NA,3.833,2001,8,7,219,20,0,62.683,NA,"e120",1994,NA,7,"L"
"Amorpha canescens",0.12595,NA,0,2001,6,11,162,20,0,80.277,NA,"e120",1994,NA,7,"L"
"Amorpha canescens",0.0955,NA,3.833,2001,8,20,232,20,0,62.683,NA,"e120",1994,NA,7,"L"
"Amorpha canescens",0.13865,NA,3.833,2001,8,30,242,20,0,62.683,NA,"e120",1994,NA,7,"L"
"Amorpha canescens",0.151975,NA,NA,2001,6,NA,151,20,0,80.277,NA,"e120",1994,NA,7,"L"
"Amorpha canescens",0.29955,NA,NA,2001,8,NA,212,20,0,62.683,NA,"e120",1994,NA,7,"L"
"Lespedeza capitata",0.0682,NA,0,2001,6,25,176,29,0,63.967,NA,"e120",1994,NA,7,"L"
"Lespedeza capitata",0.33245,NA,34.157,2001,8,7,219,29,0,181.493,NA,"e120",1994,NA,7,"L"
"Lespedeza capitata",0.2184,NA,0,2001,6,11,162,29,0,63.967,NA,"e120",1994,NA,7,"L"
"Lespedeza capitata",0.15725,NA,34.157,2001,8,20,232,29,0,181.493,NA,"e120",1994,NA,7,"L"
"Lespedeza capitata",0.21845,NA,34.157,2001,8,30,242,29,0,181.493,NA,"e120",1994,NA,7,"L"
"Lespedeza capitata",0.1433,NA,NA,2001,6,NA,151,29,0,63.967,NA,"e120",1994,NA,7,"L"
"Lespedeza capitata",1.08765,NA,NA,2001,8,NA,212,29,0,181.493,NA,"e120",1994,NA,7,"L"
"Schizachyrium scoparium",0.00225,NA,0,2001,6,25,176,31,0,22.083,NA,"e120",1994,NA,7,"C4"
"Schizachyrium scoparium",0.01025,NA,5.683,2001,8,7,219,31,0,78.067,NA,"e120",1994,NA,7,"C4"
"Schizachyrium scoparium",0.0778,NA,0,2001,6,11,162,31,0,22.083,NA,"e120",1994,NA,7,"C4"
"Schizachyrium scoparium",0.1355,NA,5.683,2001,8,20,232,31,0,78.067,NA,"e120",1994,NA,7,"C4"
"Schizachyrium scoparium",0.0138,NA,5.683,2001,8,30,242,31,0,78.067,NA,"e120",1994,NA,7,"C4"
"Schizachyrium scoparium",0.040025,NA,NA,2001,6,NA,151,31,0,22.083,NA,"e120",1994,NA,7,"C4"
"Schizachyrium scoparium",0.005125,NA,NA,2001,8,NA,212,31,0,78.067,NA,"e120",1994,NA,7,"C4"
"Andropogon gerardi",0.0217,NA,0,2001,6,25,176,32,0,31.567,NA,"e120",1994,NA,7,"C4"
"Andropogon gerardi",0.02155,NA,2.75,2001,8,7,219,32,0,85.633,NA,"e120",1994,NA,7,"C4"
"Andropogon gerardi",0.1015,NA,0,2001,6,11,162,32,0,31.567,NA,"e120",1994,NA,7,"C4"
"Andropogon gerardi",0,NA,2.75,2001,8,20,232,32,0,85.633,NA,"e120",1994,NA,7,"C4"
"Andropogon gerardi",0.01585,NA,2.75,2001,8,30,242,32,0,85.633,NA,"e120",1994,NA,7,"C4"
"Andropogon gerardi",0.0616,NA,NA,2001,6,NA,151,32,0,31.567,NA,"e120",1994,NA,7,"C4"
"Andropogon gerardi",0.021125,NA,NA,2001,8,NA,212,32,0,85.633,NA,"e120",1994,NA,7,"C4"
"Achillea millefolium(lanulosa)",0.07215,NA,2.243,2001,6,25,176,69,0,50.245,NA,"e120",1994,NA,7,"F"
"Achillea millefolium(lanulosa)",0.12395,NA,21.3,2001,8,7,219,69,0,89.183,NA,"e120",1994,NA,7,"F"
"Achillea millefolium(lanulosa)",0.14615,NA,2.243,2001,6,11,162,69,0,50.245,NA,"e120",1994,NA,7,"F"
"Achillea millefolium(lanulosa)",0.08195,NA,21.3,2001,8,20,232,69,0,89.183,NA,"e120",1994,NA,7,"F"
"Achillea millefolium(lanulosa)",0.0013,NA,21.3,2001,8,30,242,69,0,89.183,NA,"e120",1994,NA,7,"F"
"Achillea millefolium(lanulosa)",0.10915,NA,NA,2001,6,NA,151,69,0,50.245,NA,"e120",1994,NA,7,"F"
"Achillea millefolium(lanulosa)",0.102875,NA,NA,2001,8,NA,212,69,0,89.183,NA,"e120",1994,NA,7,"F"
"Solidago rigida",0.01885,NA,0.5,2001,6,25,176,73,0,34.717,NA,"e120",1994,NA,7,"F"
"Solidago rigida",0.20265,NA,71.9,2001,8,7,219,73,0,139.183,NA,"e120",1994,NA,7,"F"
"Solidago rigida",0.17725,NA,0.5,2001,6,11,162,73,0,34.717,NA,"e120",1994,NA,7,"F"
"Solidago rigida",0.15585,NA,71.9,2001,8,20,232,73,0,139.183,NA,"e120",1994,NA,7,"F"
"Solidago rigida",0.01375,NA,71.9,2001,8,30,242,73,0,139.183,NA,"e120",1994,NA,7,"F"
"Solidago rigida",0.09805,NA,NA,2001,6,NA,151,73,0,34.717,NA,"e120",1994,NA,7,"F"
"Solidago rigida",0.13205,NA,NA,2001,8,NA,212,73,0,139.183,NA,"e120",1994,NA,7,"F"
"Lupinus perennis",0.77915,NA,7.517,2001,6,25,176,83,0,147.9,NA,"e120",1994,NA,7,"L"
"Lupinus perennis",0.69725,NA,151.367,2001,8,7,219,83,0,63.367,NA,"e120",1994,NA,7,"L"
"Lupinus perennis",0.11215,NA,7.517,2001,6,11,162,83,0,147.9,NA,"e120",1994,NA,7,"L"
"Lupinus perennis",0.99735,NA,151.367,2001,8,20,232,83,0,63.367,NA,"e120",1994,NA,7,"L"
"Lupinus perennis",0.18795,NA,151.367,2001,8,30,242,83,0,63.367,NA,"e120",1994,NA,7,"L"
"Lupinus perennis",0.44565,NA,NA,2001,6,NA,151,83,0,147.9,NA,"e120",1994,NA,7,"L"
"Lupinus perennis",1.368275,NA,NA,2001,8,NA,212,83,0,63.367,NA,"e120",1994,NA,7,"L"
"Sorghastrum nutans",0.2042,NA,0.755,2001,6,25,176,87,0,49.422,NA,"e120",1994,NA,7,"C4"
"Sorghastrum nutans",0.13545,NA,19.517,2001,8,7,219,87,0,75.45,NA,"e120",1994,NA,7,"C4"
"Sorghastrum nutans",0.0892,NA,0.755,2001,6,11,162,87,0,49.422,NA,"e120",1994,NA,7,"C4"
"Sorghastrum nutans",0.0489,NA,19.517,2001,8,20,232,87,0,75.45,NA,"e120",1994,NA,7,"C4"
"Sorghastrum nutans",0.0333,NA,19.517,2001,8,30,242,87,0,75.45,NA,"e120",1994,NA,7,"C4"
"Sorghastrum nutans",0.1467,NA,NA,2001,6,NA,151,87,0,49.422,NA,"e120",1994,NA,7,"C4"
"Sorghastrum nutans",0.070625,NA,NA,2001,8,NA,212,87,0,75.45,NA,"e120",1994,NA,7,"C4"
"Sorghastrum nutans",0.37555,NA,3.183,2001,6,25,176,92,0,61.367,NA,"e120",1994,NA,7,"C4"
"Sorghastrum nutans",0.1724,NA,0,2001,8,7,219,92,0,104.967,NA,"e120",1994,NA,7,"C4"
"Sorghastrum nutans",0.13255,NA,3.183,2001,6,11,162,92,0,61.367,NA,"e120",1994,NA,7,"C4"
"Sorghastrum nutans",0.071,NA,0,2001,8,20,232,92,0,104.967,NA,"e120",1994,NA,7,"C4"
"Sorghastrum nutans",0.0213,NA,0,2001,8,30,242,92,0,104.967,NA,"e120",1994,NA,7,"C4"
"Sorghastrum nutans",0.25405,NA,NA,2001,6,NA,151,92,0,61.367,NA,"e120",1994,NA,7,"C4"
"Sorghastrum nutans",0.1167,NA,NA,2001,8,NA,212,92,0,104.967,NA,"e120",1994,NA,7,"C4"
